"Company ID","Name","Company Domain Name","Company owner","City","Country/Region","Sistema de Ensino","State/Region","Associated Deals","Associated Company ID","Associated Company"
"5285629505","COLÉGIO MB","","","Santo André","","COC (Arco)","SP","1.0","",""
"5285545150","COLÉGIO MEDIANEIRA","","","Barra do Piraí","","COC (Arco)","RJ","1.0","",""
"5285627628","COLÉGIO MEIRELLES LEME","","Karen Bustamante","São Paulo","","COC (Arco)","SP","1.0","",""
"5285528534","COLÉGIO MEU CAMINHO","","","Espírito Santo do Pinhal","","COC (Arco)","SP","1.0","",""
"5285546860","COLÉGIO MILLENIUM","","","Conceição do Jacuípe","","COC (Arco)","BA","","",""
"5285552701","COLÉGIO MONTEIRO LOBATO","","","Santa Helena de Goiás","","COC (Arco)","GO","1.0","",""
"5285518778","COLÉGIO MONTEIRO LOBATO JAGUAQUARA","","","Jaguaquara","","COC (Arco)","BA","1.0","",""
"5285528547","COLÉGIO MONTEIRO LOBATO NAZARÉ","","","Nazaré","","COC (Arco)","BA","1.0","",""
"5285615675","COLÉGIO MONTEIRO LOBATO PATROCÍNIO","","Karen Bustamante","Patrocínio","","COC (Arco)","MG","1.0","",""
"5285534738","COLÉGIO MONTEIRO LOBATO PERUÍBE","","","Peruíbe","","COC (Arco)","SP","1.0","",""
"5285517348","COLÉGIO MORAES","","","Americana","","COC (Arco)","SP","1.0","",""
"5285520257","COLÉGIO MORAES GUALBERTO","","","Planaltina","","COC (Arco)","GO","1.0","",""
"5285518774","COLÉGIO N. SRA. DE LOURDES","","","Farroupilha","","COC (Arco)","RS","","",""
"5285538214","COLÉGIO MASTER BESSA","","","João Pessoa","","COC (Arco)","PB","1.0","",""
"5285540089","COLÉGIO NAHIM AHMAD","","","Guarulhos","","COC (Arco)","SP","1.0","",""
"5285534736","COLÉGIO NASCIMENTO","","","São Vicente","","COC (Arco)","SP","","",""
"5285615676","COLÉGIO NOSSA SENHORA APARECIDA","","","Santa Maria","","COC (Arco)","DF","","",""
"5285520247","COLÉGIO NOSSA SENHORA DA GLORIA","","","Francisco Beltrão","","COC (Arco)","PR","1.0","",""
"5285540099","COLÉGIO NOSSA SENHORA DAS MERCÊS","","","São Raimundo Nonato","","COC (Arco)","PI","","",""
"5285550538","COLÉGIO NOSSA SENHORA DO CARMO","","","Ituverava","","COC (Arco)","SP","","",""
"5285546873","COLÉGIO NOVA ESTRELA GUIA","","","Itaquera","","COC (Arco)","SP","1.0","",""
"5285627630","COLÉGIO NOVO IDEAL","","","São Paulo","","COC (Arco)","SP","1.0","",""
"5285531186","COLÉGIO NUNILA MACHADO","","","São Miguel dos Campos","","COC (Arco)","AL","1.0","",""
"5285545155","COLÉGIO OLIMPUS","","","Arapongas","","COC (Arco)","PR","1.0","",""
"5285636024","COLÉGIO ÔMEGA","","","Coromandel","","COC (Arco)","MG","","",""
"5285522192","COLÉGIO PALLAS ATHENA","","","Guapiaçu","","COC (Arco)","SP","1.0","",""
"5284588276","COLÉGIO PAULA FRASSINETTI","","","São Sebastião do Paraíso","","COC (Arco)","MG","1.0","",""
"5285548996","COLÉGIO PAULÍNIA","","","Paulínia","","COC (Arco)","SP","","",""
"5285550548","COLÉGIO PEQUENO PRÍNCIPE - EM","","","Taquaritinga","","COC (Arco)","SP","","",""
"5285541974","COLÉGIO FEC","","","Coxim","","COC (Arco)","MS","1.0","",""
"5285552693","COLÉGIO OMEGA GOIÁS","","","Palmeiras de Goiás","","COC (Arco)","GO","","",""
"5285534739","COLÉGIO OPÇÃO","","","Niterói","","COC (Arco)","RJ","","",""
"5285666090","COLEGIO OPCAO","","","Vitória da Conquista","","COC (Arco)","BA","1.0","",""
"5285531182","COLEGIO OPCAO & CONHECIMENTO","","Karen Bustamante","Monte Alto","","COC (Arco)","SP","1.0","",""
"5285636023","COLÉGIO OSVALDO CRUZ","","","Tucuruí","","COC (Arco)","PA","1.0","",""
"5285517343","COLÉGIO PIASO","","","Diadema","","COC (Arco)","SP","1.0","",""
"5285666081","COLÉGIO PLANETA FELIZ","","","Tijucas","","COC (Arco)","SC","1.0","",""
"5285518773","COLÉGIO PLUS COC","","","Barretos","","COC (Arco)","SP","1.0","",""
"5285528545","COLÉGIO POLEGATTO","","","Dumont","","COC (Arco)","SP","1.0","",""
"5285550540","COLÉGIO PORTINARI","","","Lençóis Paulista","","COC (Arco)","SP","1.0","",""
"5285614420","COLEGIO PROBO COC","","Karen Bustamante","Livramento de Nossa Senhora","","COC (Arco)","BA","1.0","",""
"5285629509","COLÉGIO PROFA. YEDA MARIA","","","Guarujá","","COC (Arco)","SP","1.0","",""
"5285517346","COLÉGIO PRÓUNI","","","Campos dos Goytacazes","","COC (Arco)","RJ","1.0","",""
"5285636033","COLÉGIO REFERENCE","","","Laranjeiras do Sul","","COC (Arco)","PR","1.0","",""
"5285520258","COLÉGIO RODIN","","","Indaiatuba","","COC (Arco)","SP","1.0","",""
"5285515704","COLÉGIO SANTA BÁRBARA - UNIDADE III","","","Bragança Paulista","","COC (Arco)","SP","","",""
"5285552690","COLÉGIO SANTA ROSÁLIA","","","Sorocaba","","COC (Arco)","SP","","",""
"5285515706","COLÉGIO SANTA TERESINHA","","","Formiga","","COC (Arco)","MG","2.0","",""
"5285538216","COLÉGIO SANTA TEREZINHA","","","Florianópolis","","COC (Arco)","SC","","",""
"5285533394","COLÉGIO SANTO ANTÔNIO","","","Valparaíso de Goiás","","COC (Arco)","GO","1.0","",""
"5285615673","COC EPITÁCIO","","Victor Hugo Carvalho Cabral dos Santos","Presidente Epitácio","","COC (Arco)","SP","1.0","",""
"5285524196","COC PASSOS","","","Passos","","COC (Arco)","MG","1.0","",""
"5285615669","COLÉGIO JOSÉ ROMÃO","","","Sobral","","COC (Arco)","CE","1.0","",""
"5285522190","COLÉGIO ROSA MÍSTICA","","","Arapiraca","","COC (Arco)","AL","1.0","",""
"5285614423","COLÉGIO SAGRADO CORAÇÃO DE JESUS","","","Araguari","","COC (Arco)","MG","","",""
"5285615670","COLÉGIO SAGRADO CORAÇÃO DE JESUS NOVO HORIZONTE","","","Novo Horizonte","","COC (Arco)","SP","","",""
"5285531183","COLÉGIO SANTA BÁRBARA - UNIDADE II","","","Bragança Paulista","","COC (Arco)","SP","","",""
"5285536875","COLÉGIO SANTO ANTONIO DE JESUS","","","Santo Antônio de Jesus","","COC (Arco)","BA","","",""
"5284588272","COLÉGIO SÃO CARLOS","","","Caxias do Sul","","COC (Arco)","RS","","",""
"5285541966","COLÉGIO SÃO DOMINGOS SÁVIO","","","Itapetininga","","COC (Arco)","SP","","",""
"5285549008","COLÉGIO SÃO FRANCISCO","","","Alagoinhas","","COC (Arco)","BA","","",""
"5285536869","COLÉGIO SÃO JOÃO EVANGELISTA","","","Itamaraju","","COC (Arco)","BA","1.0","",""
"5285546869","COLÉGIO SÃO MATEUS","","","Boca da Mata","","COC (Arco)","AL","1.0","",""
"5285546867","COLÉGIO SÃO TOMAS DE AQUINO","","","Viçosa","","COC (Arco)","AL","","",""
"5285553993","COLÉGIO SER E CRESCER DE NOVA IGUAÇU","","","Nova Iguaçu","","COC (Arco)","RJ","1.0","",""
"5285522181","COLÉGIO SINERGIA","","","Navegantes","","COC (Arco)","SC","","",""
"5285541968","COLÉGIO SINODAL PROGRESSO","","Karen Bustamante","Montenegro","","COC (Arco)","RS","1.0","",""
"5285540085","COLÉGIO SOCIAL DE VALENÇA","","","Valença","","COC (Arco)","BA","1.0","",""
"5285629510","COLÉGIO TOP GUN MATRIZ","","","São José dos Pinhais","","COC (Arco)","PR","","",""
"5285666087","COLÉGIO TOP GUN SÃO JOSÉ DOS PINHAIS","","","São José dos Pinhais","","COC (Arco)","PR","","",""
"5285528541","DE GRAU EM GRAU COC","","","São José do Rio Pardo","","COC (Arco)","SP","","",""
"5285629519","COC TAMBAÚ","","","Tambaú","","COC (Arco)","SP","1.0","",""
"5285517337","COLÉGIO NEC","","","Jardinópolis","","COC (Arco)","SP","1.0","",""
"5285528537","COLÉGIO TRILINGUE INOVAÇÃO","","","Chapecó","","COC (Arco)","SC","2.0","",""
"5285541967","COLÉGIO VALE DO ARAGUAIA","","","Vila Rica","","COC (Arco)","MT","","",""
"5285666082","COLÉGIO VICENTINO IMACULADO CORAÇÃO DE MARIA","","","Toledo","","COC (Arco)","PR","1.0","",""
"5285627623","COLÉGIO VITÓRIA","","Karen Bustamante","Brasília","","COC (Arco)","DF","1.0","",""
"5285518776","COMPASSO","","","Catu","","COC (Arco)","BA","","",""
"5285615681","COOPEVI","","","Vilhena","","COC (Arco)","RO","","",""
"5285540097","CURSO PRIME","","","GLEBA FAZENDA PALHANO","","COC (Arco)","PR","1.0","",""
"5284588278","CURUMBIM COC","","","Avaré","","COC (Arco)","SP","1.0","",""
"5285540098","DIOCESANO SANT'ANA","","","Santana","","COC (Arco)","BA","","",""
"5284588279","DOM","","","Maravilha","","COC (Arco)","SC","1.0","",""
"5285522189","DOMINUS","","","Recife","","COC (Arco)","PE","","",""
"5285518781","E.E.I. MIUDINHO","","","São Paulo","","COC (Arco)","SP","","",""
"5285550537","EDUCANDÁRIO DE MARIA IDEALIZAR","","","Brasília","","COC (Arco)","DF","1.0","",""
"5285548998","EDUCANDARIO IMACULADO CORACAO DE MARIA","","","Amélia Rodrigues","","COC (Arco)","BA","","",""
"5285533388","EFIGÊNIA VIDIGAL COC - UNIDADE II","","","Belo Horizonte","","COC (Arco)","MG","","",""
"5285615671","ENSINO ESCOLAR DOM BOSCO","","","Maringá","","COC (Arco)","PR","","",""
"5285540087","ESCOLA ATHENAS","","","Uberlândia","","COC (Arco)","MG","1.0","",""
"5285629504","COLÉGIO CESI","","","Manhuaçu","","COC (Arco)","MG","1.0","",""
"5285614422","COLÉGIO CRISTÃO PLGD","","","Apucarana","","COC (Arco)","PR","","",""
"5285666088","DEHON","","","Tubarão","","COC (Arco)","SC","1.0","",""
"5285550550","DIDÁTICO BENTO GONÇALVES","","","Bento Gonçalves","","COC (Arco)","RS","","",""
"5285528544","DIDATICO PRE VESTIBULAR","","","Nova Prata","","COC (Arco)","RS","1.0","",""
"5285615668","ESCOLA ATRIUM","","","JK Parque Industrial Nova Capital","","COC (Arco)","GO","1.0","",""
"5285538213","ESCOLA ATRIUM","","Karen Bustamante","Anápolis","","COC (Arco)","GO","1.0","",""
"5285518775","ESCOLA AURORA","","","Vargem Grande Paulista","","COC (Arco)","SP","","",""
"5285533386","ESCOLA CATÃO","","","Imbituba","","COC (Arco)","SC","1.0","",""
"5285546861","ESCOLA CENTRO DO SABER ARCO ÍRIS","","","Colíder","","COC (Arco)","MT","1.0","",""
"5285629517","ESCOLA CRISTA DE ESPERA FELIZ - ARCA DE NOE","","","Espera Feliz","","COC (Arco)","MG","","",""
"5285533389","ESCOLA CRISTO REI","","","Delmiro Gouveia","","COC (Arco)","AL","","",""
"5285666080","ESCOLA ESTAÇÃO FUTURA","","","Suzano","","COC (Arco)","SP","1.0","",""
"5285534735","ESCOLA FAZ DE CONTA","","","Centro","","COC (Arco)","SP","","",""
"5285615679","ESCOLA FRANCISCANA IMACULADA CONCEIÇÃO","","","Dourados","","COC (Arco)","MS","","",""
"5285538219","ESCOLA INTERATIVA","","","Itapira","","COC (Arco)","SP","1.0","",""
"5285515710","ESCOLA JARDIM DO EDEN","","","Anápolis","","COC (Arco)","GO","","",""
"5285515703","ESCOLA JOÃO DE BARRO","","","Pojuca","","COC (Arco)","BA","","",""
"5285550543","ESCOLA JOSÉ NOGUEIRA","","","Macaúbas","","COC (Arco)","BA","1.0","",""
"5285515711","ESCOLA LÁPIS DE COR","","","Conceição do Jacuípe","","COC (Arco)","BA","","",""
"5285520249","COLÉGIO DOM BOSCO","","","Maringá","","COC (Arco)","PR","1.0","",""
"5285522188","COLÉGIO NOVA GERAÇÃO","","","Paranaguá","","COC (Arco)","PR","1.0","",""
"5285515709","ESCOLA DE EDUCAÇÃO PITIGUARI","","","SOBRADINHO","","COC (Arco)","DF","","",""
"5284588273","ESCOLA DINÂMICA","","","Jataí","","COC (Arco)","GO","1.0","",""
"5285614427","ESCOLA DOM","","","Anápolis","","COC (Arco)","GO","1.0","",""
"5285517340","ESCOLA ESQUINA DO SABER","","","Paraíba do Sul","","COC (Arco)","RJ","1.0","",""
"5285540101","ESCOLA MIGUEL DE CERVANTES","","","Manaus","","COC (Arco)","AM","","",""
"5285550549","ESCOLA NOSSA SENHORA DE FÁTIMA","","","Três Rios","","COC (Arco)","RJ","1.0","",""
"5285540083","ESCOLA PAROQUIAL NOSSA SENHORA APARECIDA","","","Maracaju","","COC (Arco)","MS","","",""
"5285629503","ESCOLA PORTAL DO SABER","","","Itapaci","","COC (Arco)","GO","1.0","",""
"5285518779","ESCOLA ROCHEL","","Karen Bustamante","Ouro Fino","","COC (Arco)","MG","1.0","",""
"5285614434","ESCOLA SABIDINHO SUPREMUS","","","Nova Esperança","","COC (Arco)","PR","1.0","",""
"5285614428","ESCOLA SAINT GEORGES","","","Rio de Janeiro","","COC (Arco)","RJ","1.0","",""
"5285520253","ESCOLA SANTO ÂNGELO","","","Ponta Grossa","","COC (Arco)","PR","1.0","",""
"5285518770","ESCOLA ZARA","","","Goiânia","","COC (Arco)","GO","1.0","",""
"5285552702","ESCOLAS NILTON LINS","","","Manaus","","COC (Arco)","AM","1.0","",""
"5285518784","ESPAÇO DO SABER","","","Santo Amaro da Imperatriz","","COC (Arco)","SC","1.0","",""
"5285538229","ETL DE LINS","","","Lins","","COC (Arco)","SP","1.0","",""
"5285515712","ÊXITO CURSOS PRÉ-VESTIBULARES","","","Joaçaba","","COC (Arco)","SC","1.0","",""
"5285545159","EXPANSIVO UNIDADE QUINTAS","","","Natal","","COC (Arco)","RN","1.0","",""
"5285538225","SOCIEDADE EDUCATIVA EQUILÍBRIO","","","Duartina","","COC (Arco)","SP","1.0","",""
"5285546872","ESCOLA GAIA","","Karen Bustamante","Ubatuba","","COC (Arco)","SP","1.0","",""
"5285666095","ESCOLA SULAMERICANA","","","Salvador","","COC (Arco)","BA","1.0","",""
"5285531188","ESCOLA TECNICA DE FORMACAO GERENCIAL - UNIFEMM","","Karen Bustamante","Sete Lagoas","","COC (Arco)","MG","1.0","",""
"5285522184","ESCOLA TÉCNICA VALE DOS CARAJAS","","Karen Bustamante","Parauapebas","","COC (Arco)","PA","1.0","",""
"5285666092","ESCOLA UNIVERSO","","","Paragominas","","COC (Arco)","PA","","",""
"5285518769","ESCOLA UNIVERSO POLO IPIXUNA","","Karen Bustamante","Ipixuna do Pará","","COC (Arco)","PA","1.0","",""
"5285528540","ESCOLA UNIVERSO POLO ULIANÓPOLIS","","Karen Bustamante","Ulianópolis","","COC (Arco)","PA","1.0","",""
"5285536879","GBI","","","Bauru","","COC (Arco)","SP","","",""
"5285531187","GENIUS","","","Apiacá","","COC (Arco)","ES","","",""
"5285546862","GENIUS CENTRO DE ESTUDOS","","Karen Bustamante","Redenção","","COC (Arco)","PA","1.0","",""
"5285534744","GENIUS CURSO PRE VESTIBULAR","","Karen Bustamante","Sala 19","","COC (Arco)","TO","1.0","",""
"5285518780","GENTE MIÚDA E ESCOLA IDEAL","","Karen Bustamante","Teresópolis","","COC (Arco)","RJ","1.0","",""
"5285627621","GIRASSOL CENTRO EDUCACIONAL","","Karen Bustamante","Guaratinguetá","","COC (Arco)","SP","1.0","",""
"5285541973","HAWKING CENTRO DE ESTUDOS","","Karen Bustamante","Altamira","","COC (Arco)","PA","1.0","",""
"5285522186","IEC CAMPINAS","","Karen Bustamante","Campinas","","COC (Arco)","SP","1.0","",""
"5285549006","COC TAQUARAL","","Karen Bustamante","Campinas","","COC (Arco)","SP","2.0","",""
"5285524207","COLÉGIO NOVA GERAÇÃO COC","","Karen Bustamante","Primavera do Leste","","COC (Arco)","MT","1.0","",""
"5285636019","EXPANSIVO UNIDADE ZONA NORTE","","","Natal","","COC (Arco)","RN","","",""
"5285522193","EXTERNATO DOUTOR ALBERT SABIN","","Karen Bustamante","São Gonçalo","","COC (Arco)","RJ","1.0","",""
"5285528538","FEAM COC","","","São Joaquim da Barra","","COC (Arco)","SP","","",""
"5285522195","INSTITUTO DE EDUCAÇÃO E SABER","","","Mercês","","COC (Arco)","MG","","",""
"5285520246","INSTITUTO DE EDUCAÇÃO RENASCENÇA","","Karen Bustamante","Caçapava","","COC (Arco)","SP","1.0","",""
"5285524197","INSTITUTO EDUCACIONAL ADONAI","","Karen Bustamante","Açailândia","","COC (Arco)","MA","1.0","",""
"5285666093","INSTITUTO EDUCACIONAL NOVO HORIZONTE","","Karen Bustamante","Estreito","","COC (Arco)","MA","1.0","",""
"5285533398","INSTITUTO EROS GUSTAVO","","Karen Bustamante","São Caetano","","COC (Arco)","MG","1.0","",""
"5285534742","INSTITUTO MULTIEDUCACIONAL REI SALOMÃO","","","Boa Vista","","COC (Arco)","RR","","",""
"5285515718","INSTITUTO NOSSA SENHORA DAS GRACAS","","Karen Bustamante","São Paulo","","COC (Arco)","SP","1.0","",""
"5285546868","INSTITUTO SOCIAL TUCANO","","Karen Bustamante","Tucano","","COC (Arco)","BA","1.0","",""
"5285627632","INSTITUTO TOMAS DE AQUINO","","Karen Bustamante","QUADRA 04","","COC (Arco)","GO","1.0","",""
"5285629506","MILÊNIO COC SANTA ROSA","","Karen Bustamante","Santa Rosa de Viterbo","","COC (Arco)","SP","1.0","",""
"5285546863","COC VARGEM GRANDE DO SUL","","Karen Bustamante","Vargem Grande do Sul","","COC (Arco)","SP","1.0","",""
"5285615672","COLÉGIO MAGISTER ITAÍ","","Karen Bustamante","Itaí","","COC (Arco)","SP","1.0","",""
"5285531176","IMPERATRICE COLÉGIO","","Karen Bustamante","Caraguatatuba","","COC (Arco)","SP","1.0","",""
"5284588274","INCENTIVO COC","","Karen Bustamante","Fernandópolis","","COC (Arco)","SP","1.0","",""
"5285517344","INTEGRADO SER COLÉGIO","","","Pontal","","COC (Arco)","SP","","",""
"5285549009","INTEGRAL CENTRO DE EDUCAÇÃO E CULTURA","","","Carapicuíba","","COC (Arco)","SP","","",""
"5285520260","JARDIM ESCOLA SONHO VIVO","","Karen Bustamante","Macau","","COC (Arco)","RN","1.0","",""
"5285636018","JAÚ CONEXÃO","","Karen Bustamante","Jaú","","COC (Arco)","SP","1.0","",""
"5285531181","JUNTOS CENTRO EDUCACIONAL","","","Barretos","","COC (Arco)","SP","","",""
"5285636025","LICEU BIRIGUI","","Karen Bustamante","Birigui","","COC (Arco)","SP","1.0","",""
"5285614432","LICEU CARLOS MONTEIRO","","","São Simão","","COC (Arco)","SP","","",""
"5285524201","LICEU SÃO CAETANO","","","São Caetano do Sul","","COC (Arco)","SP","","",""
"5285541960","NEC - NÚCLEO DE EDUCAÇÃO E CULTURA","","Karen Bustamante","Jardinópolis","","COC (Arco)","SP","1.0","",""
"5285541969","ORGANIZAÇÃO SANTA CLARA DE ENSINO UNIFICADO","","Karen Bustamante","Penápolis","","COC (Arco)","SP","1.0","",""
"5285531180","PIERRETT EIRELI","","","Recife","","COC (Arco)","PE","","",""
"5285554002","PREPARAENEM","","","Goiânia","","COC (Arco)","GO","","",""
"5285629502","PRIVEST","","","Extrema","","COC (Arco)","MG","","",""
"5285522182","PROFMIX","","Karen Bustamante","Socorro","","COC (Arco)","SP","1.0","",""
"5285528542","REDE ÚNICA DE EDUCAÇÃO","","","São José do Rio Preto","","COC (Arco)","SP","","",""
"5285534743","REP - REDE DE ENSINO PROPOSITO","","Karen Bustamante","Colinas do Tocantins","","COC (Arco)","TO","1.0","",""
"5285636031","PADRE JOSÉ ANCHIETA - MATRIZ DE CAMARAGIBE","","Karen Bustamante","Matriz de Camaragibe","","COC (Arco)","AL","1.0","",""
"5285528546","PADRE JOSÉ ANCHIETA - SÃO LUÍS DO QUITUNDE","","","São Luís do Quitunde","MA","COC (Arco)","AL","","",""
"5285552692","PH3 CENTRO EDUCACIONAL","","Karen Bustamante","Parnamirim","","COC (Arco)","RN","1.0","",""
"5285536871","SAINT JAMES INTERNACIONAL SCHOOL","","","Londrina","","COC (Arco)","PR","1.0","",""
"5285666094","SANTANNA","","","Vinhedo","","COC (Arco)","SP","","",""
"5285538226","SÃO CARLOS","","","Santa Vitória do Palmar","","COC (Arco)","RS","","",""
"5285552691","SÃO JOSÉ COLÉGIO ENSINO FUNDAMENTAL E MÉDIO","","Karen Bustamante","Prudentópolis","","COC (Arco)","PR","1.0","",""
"5285550546","SESC PARANÁ","","","Curitiba","","COC (Arco)","PR","","",""
"5285524206","SIGMA CURSO E COLÉGIO","","Karen Bustamante","Londrina","","COC (Arco)","PR","1.0","",""
"5285614424","SISTEMA ALMANAQUE PLATAFORMA","","","João Pessoa","","COC (Arco)","PB","","",""
"5285518782","URCAMP","","Karen Bustamante","Dom Pedrito","","COC (Arco)","RS","1.0","",""
"5285515705","SISTEMA PRISMA","","","Patrocínio","","COC (Arco)","MG","","",""
"5285552700","SORRISO COLEGIO E CURSO","","","Petrolina","","COC (Arco)","PE","","",""
"5285517345","CENTRO EDUCACIONAL DE ANDRADINA","","Karen Bustamante","Andradina","","COC (Arco)","SP","1.0","",""
"5285545162","COLÉGIO LUSÍADAS","","","Cariacica","","COC (Arco)","ES","1.0","",""
"5285533399","COC RIO CLARO SP","","Nicole Oliveira","Rio Claro","","COC (Arco)","SP","1.0","",""
"2835211874","Colégio Soledade","","Nicole Oliveira","Paulista","","COC (Arco)","PE","2.0","",""
"5285553999","COLÉGIO DIOCESANO DE GARANHUNS","","Karen Bustamante","Garanhuns","","COC (Arco)","PE","1.0","",""
"5285666083","OSE COC","","Karen Bustamante","Sorocaba","","COC (Arco)","SP","2.0","",""
